lon,lat,slope,geology,vs30
25.18213,37,0.12144459,PRECAMBRIAN,659.44556
25.38213,37.1,0.025085406,JURASSIC-TRIASSIC,377.8929
25.38213,36.7,0.19018179,PRECAMBRIAN,794.9445
25.48213,37.1,0.07053625,PRECAMBRIAN,522.20807
25.48213,37,0.22030401,PRECAMBRIAN,757.46686
25.58213,37.1,0.2327928,PRECAMBRIAN,887.6172
25.78213,36.8,0.057940155,UNKNOWN,563.88873
25.88213,36.8,0.23656745,JURASSIC-TRIASSIC,822.6517
25.98213,36.9,0.08042723,UNKNOWN,621.9741
26.48213,37,0.025467463,JURASSIC-TRIASSIC,377.05896
26.08213,37.6,0.1143008,PALEOZOIC,667.21045
26.18213,37.6,0.14211746,PALEOZOIC,784.66846
